NAME,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,Branch ,previous,poutcome,deposit
MAEVE,27,admin.,married,secondary,no,16,yes,no,cellular,3,feb,54,3,-1,Airoli ,0,unknown,no
MAKAYLA,49,admin.,married,secondary,no,0,no,no,cellular,22,aug,115,2,-1,Airoli ,0,unknown,no
MALAK,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,Airoli ,0,unknown,no
MALKA,28,services,single,secondary,no,525,no,no,cellular,23,jul,81,1,-1,Airoli ,0,unknown,no
MALKY,49,technician,married,secondary,no,788,no,no,unknown,17,jun,162,7,-1,Airoli ,0,unknown,no
MARGARET,35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,jul,294,2,-1,Airoli ,0,unknown,no
MARIA,53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,92,2,-1,Airoli ,0,unknown,no
MARIAM,58,retired,single,primary,no,999,no,no,cellular,25,jul,188,6,-1,Airoli ,0,unknown,no
MARY,37,blue-collar,married,secondary,no,2870,yes,no,unknown,6,jun,94,2,-1,Airoli ,0,unknown,no
MATILDA,27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,Airoli ,1,failure,no
MAYA,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,-1,Airoli ,0,unknown,no
MELANIE,35,blue-collar,married,unknown,no,1084,yes,no,cellular,10,jul,1019,1,-1,Airoli ,0,unknown,no
MIA,32,management,single,tertiary,no,154,no,yes,cellular,21,aug,301,3,-1,Airoli ,0,unknown,no
MICHAELA,53,blue-collar,married,secondary,no,1653,no,no,unknown,17,jun,88,2,-1,Airoli ,0,unknown,no
MICHAL,34,admin.,married,secondary,no,2378,yes,yes,telephone,10,jul,92,1,-1,Airoli ,0,unknown,no
MICHELLE,38,management,single,tertiary,no,1515,yes,no,telephone,31,jul,42,5,-1,Airoli ,0,unknown,no
MIKAYLA,34,admin.,married,tertiary,no,1636,yes,yes,cellular,6,sep,136,1,521,Airoli ,2,failure,no
MILA,40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,Airoli ,0,unknown,no
MILENA,48,services,married,secondary,no,127,no,no,cellular,8,jul,117,1,-1,Airoli ,0,unknown,no
MINDY,30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,Airoli ,0,unknown,no
MIRI,31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,Airoli ,3,other,no
MIRIAM,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,Airoli ,0,unknown,no
MOLLY,32,technician,single,tertiary,no,2481,no,no,cellular,18,aug,547,11,-1,Airoli ,0,unknown,no
MORGAN,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,Airoli ,0,unknown,no
NAOMI,41,management,divorced,tertiary,no,1401,no,no,unknown,16,jun,110,4,-1,Airoli ,0,unknown,no
NATALIA,52,technician,married,unknown,no,425,yes,no,cellular,28,jan,219,2,254,Airoli ,3,failure,no
NATALIE,29,blue-collar,single,secondary,no,244,yes,no,cellular,15,may,19,2,-1,Airoli ,0,unknown,no
NECHAMA,49,management,married,tertiary,yes,-6847,no,yes,cellular,21,jul,206,1,-1,Airoli ,0,unknown,no
NICOLE,43,management,married,tertiary,yes,0,no,no,cellular,27,aug,25,19,-1,Airoli ,0,unknown,no
NICOLETTE,42,management,married,tertiary,no,386,yes,no,unknown,7,may,168,1,-1,Airoli ,0,unknown,no
NINA,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,Airoli ,7,failure,no
NOA,57,services,divorced,primary,no,1367,no,no,unknown,9,jun,144,3,-1,Airoli ,0,unknown,no
NORA,25,admin.,single,secondary,no,120,yes,no,unknown,3,jun,542,1,-1,Airoli ,0,unknown,no
OLIVIA,30,technician,single,secondary,no,19,yes,no,cellular,18,aug,16,15,-1,Airoli ,0,unknown,no
PAIGE,31,admin.,married,secondary,no,3,yes,no,cellular,28,jul,37,12,-1,Airoli ,0,unknown,no
PARKER,49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,Airoli ,0,unknown,no
PEARL,47,blue-collar,married,secondary,no,303,no,no,unknown,11,jun,261,1,-1,Airoli ,0,unknown,no
PENELOPE,57,services,divorced,secondary,no,-752,yes,no,unknown,28,may,102,1,-1,Airoli ,0,unknown,no
PEREL,26,student,single,tertiary,no,97,no,no,cellular,27,aug,382,1,-1,Airoli ,0,unknown,no
PESSY,40,retired,married,tertiary,no,794,no,no,unknown,9,may,138,1,-1,Airoli ,0,unknown,no
PHOEBE,34,admin.,single,secondary,no,1880,yes,no,unknown,23,may,297,1,-1,Airoli ,0,unknown,no
PIPER,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,-1,Airoli ,0,unknown,no
QUINN,53,management,married,tertiary,no,5261,no,yes,cellular,25,jul,1209,3,-1,Airoli ,0,unknown,no
RACHEL,26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1,Airoli ,0,unknown,no
RAIZEL,28,student,single,secondary,no,28,no,no,cellular,29,jan,220,2,-1,Airoli ,0,unknown,no
RAIZY,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,Airoli ,0,unknown,no
REBECCA,42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,Airoli ,0,unknown,no
REESE,29,student,single,secondary,no,110,yes,no,unknown,7,may,169,3,-1,Airoli ,0,unknown,no
RIFKA,49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,Airoli ,2,failure,no
RIFKY,32,services,married,secondary,no,-344,no,yes,cellular,4,feb,44,1,-1,Airoli ,0,unknown,no
RILEY,29,admin.,single,tertiary,no,261,no,no,cellular,17,mar,136,19,-1,Airoli ,0,unknown,no
RIVKA,60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,Airoli ,0,unknown,no
RIVKY,51,retired,married,primary,no,610,no,no,unknown,9,jun,86,2,-1,Airoli ,0,unknown,no
ROCHEL,40,housemaid,divorced,secondary,no,4328,no,no,cellular,20,aug,133,2,-1,Airoli ,0,unknown,no
ROIZY,44,blue-collar,married,tertiary,no,1371,no,no,cellular,13,may,788,3,363,Airoli ,4,other,no
ROSE,47,blue-collar,married,primary,no,193,yes,no,cellular,29,aug,171,2,-1,Airoli ,0,unknown,no
RUBY,32,blue-collar,single,unknown,no,258,yes,no,cellular,18,may,291,2,-1,Airoli ,0,unknown,no
RUCHY,43,blue-collar,married,primary,no,56,no,no,cellular,12,may,365,2,-1,Airoli ,0,unknown,no
RUTH,59,retired,married,secondary,no,136,no,no,cellular,6,aug,301,4,-1,Airoli ,0,unknown,no
RYAN,24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,Airoli ,0,unknown,no
SABRINA,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,Airoli ,0,unknown,no
SADIE,37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,-1,Airoli ,0,unknown,no
SALMA,27,management,single,secondary,no,924,yes,no,cellular,3,feb,84,1,-1,Airoli ,0,unknown,no
SAMANTHA,32,technician,married,secondary,no,11431,no,no,cellular,12,aug,141,5,-1,Airoli ,0,unknown,no
SARA,44,blue-collar,married,primary,no,140,yes,no,unknown,15,may,7,9,-1,Airoli ,0,unknown,no
SARAH,34,technician,divorced,secondary,no,27,yes,no,unknown,26,may,133,3,-1,Airoli ,0,unknown,no
SASHA,39,management,married,tertiary,no,-468,yes,yes,cellular,8,aug,88,2,-1,Airoli ,0,unknown,no
SAVANNAH,30,services,single,secondary,no,438,yes,no,cellular,18,may,98,1,178,Airoli ,1,failure,no
SCARLETT,44,admin.,divorced,secondary,no,-43,yes,yes,cellular,20,apr,206,1,-1,Airoli ,0,unknown,no
SERENA,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,Airoli ,0,unknown,no
SHAINA,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,Airoli ,3,failure,no
SHAINDEL,41,blue-collar,married,primary,no,-441,yes,no,cellular,5,may,352,1,-1,Airoli ,0,unknown,no
SHAINDY,30,technician,married,secondary,no,2278,no,yes,telephone,19,nov,47,1,-1,Airoli ,0,unknown,no
SHEVY,36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,Airoli ,0,unknown,no
SHIFRA,39,services,married,secondary,no,702,yes,no,cellular,8,apr,303,1,300,Airoli ,1,failure,no
SHIRA,38,technician,single,tertiary,no,69,yes,no,cellular,13,may,253,3,-1,Airoli ,0,unknown,no
SHOSHANA,31,services,married,secondary,no,182,no,no,cellular,20,aug,231,2,-1,Airoli ,0,unknown,no
SIENA,29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,Airoli ,4,failure,no
SIENNA,42,blue-collar,married,primary,no,-181,yes,no,unknown,15,may,297,3,-1,Airoli ,0,unknown,no
SIMA,27,technician,single,secondary,no,261,yes,no,cellular,29,jan,236,2,247,Airoli ,2,failure,no
SIMI,55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,Airoli ,0,unknown,no
SIMONE,28,technician,married,secondary,no,880,yes,no,unknown,26,may,188,1,-1,Airoli ,0,unknown,no
SKYLAR,47,technician,married,secondary,no,2283,yes,no,cellular,21,nov,170,2,-1,Airoli ,0,unknown,no
SLOANE,49,technician,married,secondary,no,550,yes,no,unknown,5,jun,412,2,-1,Airoli ,0,unknown,no
SOFIA,38,entrepreneur,married,tertiary,no,7752,yes,no,cellular,15,jul,138,4,-1,Airoli ,0,unknown,no
SOPHIA,53,technician,married,secondary,no,6,yes,no,unknown,5,may,517,1,-1,Airoli ,0,unknown,no
SOPHIE,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,Airoli ,0,unknown,no
STELLA,57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,-1,Airoli ,0,unknown,no
SUMMER,36,management,single,tertiary,no,219,no,no,cellular,3,feb,22,6,196,Airoli ,6,failure,no
SURI,38,management,married,tertiary,no,76,yes,no,cellular,20,apr,167,2,287,Airoli ,3,failure,no
SURY,30,admin.,single,secondary,no,60,no,no,cellular,29,jan,55,2,-1,Airoli ,0,unknown,no
SYDNEY,36,management,single,tertiary,no,8,no,no,cellular,29,jul,858,7,-1,Airoli ,0,unknown,no
SYLVIA,29,services,married,secondary,no,19,yes,no,cellular,29,jul,327,6,-1,Airoli ,0,unknown,no
TALIA,32,admin.,married,secondary,no,20011,no,no,cellular,20,apr,234,1,-1,Airoli ,0,unknown,no
TAMAR,48,unemployed,married,primary,no,608,no,no,cellular,30,jul,362,2,-1,Airoli ,0,unknown,no
TAYLOR,53,retired,married,primary,no,1068,no,no,cellular,28,jan,200,1,-1,Airoli ,0,unknown,no
TESSA,35,technician,married,tertiary,no,-269,yes,yes,cellular,14,may,344,4,-1,Airoli ,0,unknown,no
TOBY,48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,-1,Airoli ,0,unknown,no
TZIPORA,31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,nov,66,1,182,Airoli ,1,failure,no
TZIPORAH,30,technician,single,secondary,no,-754,yes,yes,unknown,26,may,974,1,-1,Airoli ,0,unknown,no
TZIPPY,28,admin.,married,secondary,no,157,yes,yes,cellular,28,jul,164,2,-1,Airoli ,0,unknown,no
TZIVIA,42,management,married,tertiary,no,2110,no,yes,cellular,31,jul,106,2,-1,Airoli ,0,unknown,no
VALENTINA,31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,Airoli ,0,unknown,no
VALERIE,36,management,single,secondary,no,992,no,no,unknown,6,jun,351,1,-1,Airoli ,0,unknown,no
VANESSA,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,Airoli ,0,unknown,no
VERA,28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,Airoli ,0,unknown,no
VERONICA,34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,Airoli ,0,unknown,no
VERONIKA,36,technician,married,secondary,no,432,yes,yes,unknown,4,aug,94,1,-1,Airoli ,0,unknown,no
VICTORIA,28,admin.,single,secondary,no,25,yes,no,unknown,5,jun,109,2,-1,Airoli ,0,unknown,no
VIOLET,34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,Airoli ,0,unknown,no
VIVIAN,53,admin.,single,secondary,no,291,no,no,unknown,23,jul,145,1,-1,Airoli ,0,unknown,no
VIVIENNE,52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,77,4,-1,Airoli ,0,unknown,no
WILLA,44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,Airoli ,0,unknown,no
YACHET,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,Airoli ,0,unknown,no
YAEL,47,admin.,married,secondary,no,996,no,no,telephone,29,aug,247,2,-1,Airoli ,0,unknown,no
YASMINE,40,blue-collar,single,secondary,no,0,yes,no,unknown,27,may,59,4,-1,Airoli ,0,unknown,no
YEHUDIS,39,management,married,tertiary,no,710,yes,no,cellular,11,jul,211,2,-1,Airoli ,0,unknown,no
YIDES,33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,Airoli ,0,unknown,no
YITTY,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,Airoli ,0,unknown,no
YOCHEVED,31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,Airoli ,0,unknown,no
ZISSY,39,blue-collar,married,primary,no,186,yes,no,unknown,16,may,208,3,-1,Airoli ,0,unknown,no
ZOE,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,Airoli ,0,unknown,no
ZOEY,46,admin.,married,secondary,no,1264,no,no,telephone,28,jan,100,2,-1,Airoli ,0,unknown,no
AARAV,22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,Airoli ,0,unknown,no
AARON,50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,Airoli ,1,failure,no
ABDUL,50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,Airoli ,2,failure,no
ABDULLAH,34,management,married,tertiary,no,161,yes,no,cellular,11,jul,378,1,-1,Airoli ,0,unknown,no
ADAM,40,admin.,married,secondary,no,732,no,no,cellular,9,sep,71,1,139,Airoli ,4,success,no
ADITYA,39,blue-collar,married,secondary,no,94,yes,yes,cellular,19,nov,181,1,-1,Airoli ,0,unknown,no
ADRIAN,51,blue-collar,married,tertiary,no,2404,yes,no,telephone,20,nov,30,1,-1,Airoli ,0,unknown,no
AHMED,45,management,married,secondary,no,21,yes,no,unknown,3,jun,788,2,-1,Airoli ,0,unknown,no
AIDAN,34,technician,single,tertiary,no,2658,yes,no,cellular,31,mar,265,1,230,Airoli ,2,failure,no
AIDEN,30,self-employed,married,secondary,no,131,yes,no,unknown,8,may,306,1,-1,Airoli ,0,unknown,no
ALAN,57,unemployed,married,primary,no,0,yes,no,cellular,20,nov,231,2,-1,Airoli ,0,unknown,no
ALEX,42,blue-collar,married,secondary,no,351,yes,no,unknown,16,may,76,21,-1,Airoli ,0,unknown,no
ALEXANDER,51,technician,married,secondary,no,564,no,yes,cellular,8,jul,187,2,-1,Airoli ,0,unknown,no
ALI,38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,Airoli ,1,failure,no
ALLEN,60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,-1,Airoli ,0,unknown,no
ALVIN,38,blue-collar,married,primary,no,132,yes,no,cellular,14,may,797,2,-1,Airoli ,0,unknown,no
ANDREW,37,retired,married,secondary,no,71,no,yes,cellular,8,may,254,1,-1,Airoli ,0,unknown,no
ANDY,34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,2,98,Airoli ,1,other,no
ANSON,39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151,5,-1,Airoli ,0,unknown,no
ANTHONY,55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,Airoli ,4,failure,no
ARJUN,48,blue-collar,married,primary,no,51,no,yes,telephone,9,jul,76,1,-1,Airoli ,0,unknown,no
ARMAAN,42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,166,1,144,Airoli ,2,failure,no
ARYAN,29,housemaid,married,primary,no,417,no,no,cellular,23,jul,108,2,-1,Airoli ,0,unknown,no
AUSTIN,33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223,2,-1,Airoli ,0,unknown,no
AYAAN,35,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,170,1,180,Airoli ,3,failure,no
AYDEN,28,admin.,married,secondary,no,0,yes,no,cellular,7,may,47,1,-1,Airoli ,0,unknown,no
BENJAMIN,26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,Airoli ,1,other,no
BENSON,40,services,single,secondary,no,19343,yes,no,cellular,21,nov,13,4,179,Airoli ,4,failure,no
BRANDON,42,admin.,married,secondary,no,947,no,no,cellular,30,jul,158,2,-1,Airoli ,0,unknown,no
BRIAN,49,blue-collar,married,secondary,no,90,yes,no,unknown,7,may,127,1,-1,Airoli ,0,unknown,no
BRYAN,32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,Airoli ,0,unknown,no
CALEB,33,technician,married,secondary,yes,72,yes,no,unknown,6,may,623,1,-1,Airoli ,0,unknown,no
CALVIN,30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,Airoli ,0,unknown,no
CARSON,20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,Airoli ,0,unknown,no
CHARLES,51,blue-collar,married,unknown,no,41,yes,no,telephone,9,jul,16,43,-1,Airoli ,0,unknown,no
CHRISTIAN,38,blue-collar,single,primary,no,0,yes,no,cellular,7,may,350,2,-1,Airoli ,0,unknown,no
CHRISTOPHER,53,technician,married,tertiary,no,673,yes,no,cellular,9,jul,182,1,-1,Airoli ,0,unknown,no
CODY,34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,7,may,132,1,356,Airoli ,1,failure,no
CONNOR,30,blue-collar,married,primary,no,2607,yes,no,unknown,28,may,158,10,-1,Airoli ,0,unknown,no
DANIEL,36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,305,1,-1,Airoli ,0,unknown,no
DANNY,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,Airoli ,0,unknown,no
DARREN,39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,Airoli ,0,unknown,no
DAVID,33,technician,single,tertiary,no,68,no,no,cellular,14,aug,96,2,-1,Airoli ,0,unknown,no
DEREK,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,Airoli ,0,unknown,no
DEVIN,30,management,single,tertiary,no,565,yes,no,cellular,26,oct,104,1,-1,Airoli ,0,unknown,no
DYLAN,23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,Airoli ,0,unknown,no
EASON,37,technician,single,tertiary,no,1609,no,yes,unknown,20,jun,10,19,-1,Airoli ,0,unknown,no
EDISON,77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,Airoli ,0,unknown,no
EDWIN,33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,168,2,-1,Airoli ,0,unknown,no
ELIJAH,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,Airoli ,2,failure,no
ELVIS,40,blue-collar,single,secondary,no,1066,yes,no,unknown,21,may,171,1,-1,Airoli ,0,unknown,no
ERIC,58,retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,Airoli ,0,unknown,no
ETHAN,29,management,single,tertiary,no,54,yes,yes,unknown,26,may,257,3,-1,Airoli ,0,unknown,no
EVAN,43,management,single,tertiary,no,1806,yes,no,cellular,12,aug,161,2,-1,Airoli ,0,unknown,no
FARHAN,34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,Airoli ,3,failure,no
FELIX,38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,Airoli ,0,unknown,no
GABRIEL,38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,46,1,-1,Airoli ,0,unknown,no
GAVIN,40,blue-collar,married,primary,no,0,no,no,cellular,24,jul,313,1,-1,Airoli ,0,unknown,no
GEORGE,59,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,1,56,Airoli ,3,failure,no
HARRISON,44,admin.,single,secondary,no,4492,no,yes,cellular,31,jul,19,13,-1,Airoli ,0,unknown,no
HAYDEN,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,Airoli ,0,unknown,no
HENRY,37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,Airoli ,3,other,no
IAN,50,admin.,married,secondary,no,1575,no,no,cellular,17,nov,407,1,-1,Airoli ,0,unknown,no
IBRAHIM,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,-1,Airoli ,0,unknown,no
ISAAC,35,admin.,married,tertiary,no,318,yes,yes,cellular,1,oct,142,1,-1,Airoli ,0,unknown,no
ISHAAN,39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,Airoli ,1,failure,no
IVAN,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,Airoli ,0,unknown,no
JACK,34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91,2,-1,Airoli ,0,unknown,no
JACKSON,31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,Airoli ,0,unknown,no
JACKY,51,housemaid,married,primary,no,108,no,no,unknown,16,jun,278,2,-1,Airoli ,0,unknown,no
JACOB,46,blue-collar,married,primary,no,1303,no,no,cellular,4,aug,174,1,-1,Airoli ,0,unknown,no
JADEN,27,admin.,single,secondary,no,292,yes,no,cellular,12,may,53,9,362,Airoli ,8,other,no
JAKE,61,retired,married,secondary,no,89,no,no,cellular,28,oct,154,1,181,Airoli ,2,failure,no
JAMES,34,admin.,married,tertiary,no,788,yes,no,cellular,5,feb,269,1,-1,Airoli ,0,unknown,no
JASON,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,Airoli ,0,unknown,no
JAY,58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,Airoli ,5,failure,no
JAYDEN,30,technician,single,secondary,no,151,no,no,cellular,3,feb,276,2,-1,Airoli ,0,unknown,no
JEFFREY,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,Airoli ,0,unknown,no
JEREMY,30,blue-collar,single,secondary,no,522,no,no,cellular,6,feb,197,3,-1,Airoli ,0,unknown,no
JERRY,43,entrepreneur,married,primary,no,2315,yes,yes,cellular,14,may,42,1,-1,Airoli ,0,unknown,no
JIA,35,services,divorced,secondary,no,-718,yes,no,cellular,21,nov,47,1,-1,Airoli ,0,unknown,no
JOHN,36,management,single,tertiary,no,4,yes,no,cellular,7,jul,529,1,61,Airoli ,3,success,no
JOHNNY,46,entrepreneur,married,tertiary,no,-43,no,no,unknown,12,may,138,8,-1,Airoli ,0,unknown,no
JONATHAN,46,admin.,single,secondary,no,596,yes,no,cellular,20,apr,138,3,-1,Airoli ,0,unknown,no
JORDAN,29,unemployed,single,secondary,no,670,yes,no,unknown,26,sep,6,1,-1,Airoli ,0,unknown,no
JOSEPH,48,blue-collar,married,primary,no,430,no,no,cellular,14,may,340,3,371,Airoli ,8,failure,no
JOSHUA,50,management,divorced,tertiary,no,60,no,no,cellular,19,aug,255,2,-1,Airoli ,0,unknown,no
JULIAN,53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,Airoli ,0,unknown,no
JUSTIN,38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,Airoli ,1,failure,no
KAI,27,management,married,tertiary,no,159,yes,no,cellular,25,jul,295,2,-1,Airoli ,0,unknown,no
KEVIN,36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,Airoli ,3,failure,no
KINGSLEY,48,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,Airoli ,0,unknown,no
KYLE,59,unknown,married,unknown,no,2443,no,no,unknown,20,jun,8,8,-1,Airoli ,0,unknown,no
LAWRENCE,21,student,single,tertiary,no,1258,no,no,cellular,7,jul,404,1,-1,Airoli ,0,unknown,no
LEO,56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,379,5,-1,Airoli ,0,unknown,no
LEON,57,admin.,divorced,secondary,no,0,no,no,cellular,9,sep,121,2,-1,Airoli ,0,unknown,no
LIAM,41,blue-collar,married,secondary,no,2067,yes,no,unknown,20,jun,120,4,-1,Airoli ,0,unknown,no
LOGAN,36,management,married,tertiary,no,332,yes,no,cellular,22,may,566,7,-1,Airoli ,0,unknown,no
LOUIS,45,management,married,tertiary,no,80,no,yes,cellular,19,nov,157,1,-1,Airoli ,0,unknown,no
LUCAS,40,housemaid,married,secondary,no,84,yes,yes,unknown,12,jun,230,7,-1,Airoli ,0,unknown,no
LUKE,30,admin.,single,secondary,no,2702,yes,no,cellular,24,jul,129,2,-1,Airoli ,0,unknown,no
MARCUS,75,retired,divorced,primary,no,37127,no,no,cellular,11,feb,505,1,-1,Airoli ,0,unknown,no
MARTIN,35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,Airoli ,0,unknown,no
MASON,58,admin.,married,secondary,no,1813,yes,no,telephone,17,jul,15,1,-1,Airoli ,0,unknown,no
MATTHEW,29,technician,single,secondary,no,1612,yes,no,unknown,26,may,375,2,-1,Airoli ,0,unknown,no
MAX,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,Airoli ,2,failure,no
MICHAEL,28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,Airoli ,0,unknown,no
MILES,33,student,single,unknown,no,2321,no,no,cellular,15,apr,699,2,381,Airoli ,2,failure,no
MOHAMED,56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,Airoli ,0,unknown,no
MOHAMMAD,50,management,married,tertiary,no,101,yes,no,unknown,15,may,348,1,-1,Airoli ,0,unknown,no
MOHAMMED,37,technician,single,secondary,no,-59,yes,no,cellular,22,jul,70,1,-1,Airoli ,0,unknown,no
MUHAMMAD,49,services,married,secondary,no,486,yes,yes,unknown,30,may,43,2,-1,Airoli ,0,unknown,no
NATHAN,54,retired,married,primary,no,136,yes,no,cellular,3,apr,352,1,332,Airoli ,2,failure,no
NATHANIEL,40,management,married,tertiary,no,193,no,no,cellular,18,aug,105,6,-1,Airoli ,0,unknown,no
NELSON,33,technician,married,secondary,no,5083,no,no,cellular,27,oct,161,1,96,Airoli ,2,other,no
NICHOLAS,48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,Airoli ,1,other,no
NOAH,43,management,married,tertiary,no,8,no,no,cellular,11,aug,95,4,-1,Airoli ,0,unknown,no
OLIVER,35,blue-collar,single,primary,no,21,yes,no,unknown,27,may,129,1,-1,Airoli ,0,unknown,no
OSCAR,55,technician,married,secondary,no,570,no,no,cellular,27,aug,94,6,-1,Airoli ,0,unknown,no
OWEN,33,management,married,tertiary,no,644,yes,yes,cellular,3,feb,124,2,271,Airoli ,2,failure,no
PATRICK,41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,Airoli ,0,unknown,no
PETER,57,blue-collar,married,secondary,no,6004,yes,no,cellular,12,aug,157,6,-1,Airoli ,0,unknown,no
RAYAN,50,self-employed,married,tertiary,no,1503,no,no,cellular,27,aug,128,12,-1,Airoli ,0,unknown,no
RAYMOND,63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,Airoli ,4,other,no
